Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Hampton          22    22    23    23    26    26    26
Horry           209   211   211   215   223   223   226
Jasper           19    19    19    19    21    21    21
Kershaw         223   229   234   237   237   243   245
Lancaster        88    90    93    96    99   100   101
Laurens          35    38    38    39    40    40    40
Lee              55    58    58    63    65    68    68
Lexington       334   347   358   361   370   414   420
Marion           33    32    32    34    36    37    37
Marlboro         41    42    43    45    46    49    50
McCormick         6     6     6     6     6     6     6
Newberry         23    23    24    26    27    28    30
Oconee           24    24    24    24    24    25    26
Orangeburg       60    63    68    72    77    81    87
Pickens          53    54    54    54    57    58    58
Richland        840   864   884   899   913   946   964
Saluda           40    41    41    47    52    64    67
Spartanburg     255   258   262   287   295   302   308
Sumter          215   220   223   228   230   248   251
Unassigned        0     0     0     0     0     0     0
Union            25    25    25    26    26    26    26
Williamsburg     59    60    65    67    76    88    90
York            186   188   197   210   215   219   221
totals         5613  5735  5882  6095  6258  6489  6626

South Dakota
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Aurora             1     1     1     1     1     1     1
Beadle            21    21    21    21    21    21    21
Bennett            0     0     0     0     0     0     0
Bon Homme          4     4     4     4     4     4     4
Brookings         12    12    12    13    13    13    13
Brown             30    30    32    39    42    51    59
Brule              0     0     0     0     0     0     0
Buffalo            0     1     1     1     1     1     1
Butte              0     0     0     0     0     0     0
Campbell           0     0     0     0     0     0     0
Charles Mix        4     4     5     5     5     5     5
Clark              1     1     1     1     1     1     1
Clay               5     5     6     6     6     6     7
Codington         14    14    14    14    14    14    14
Corson             1     1     1     1     1     1     1
Custer             0     0     0     0     0     0     0
Davison            5     5     5     5     5     6     6
Day                0     0     1     1     4     8     8
Deuel              1     1     1     1     1     1     1
Dewey              0     0     0     0     1     1     1
Douglas            0     1     1     1     1     1     1
Edmunds            0     0     0     0     0     0     0
Fall River         1     1     1     1     1     1     2
Faulk              1     1     1     1     1     1     1
Grant              0     0     0     0     0     0     0
Gregory            0     0     0     0     0     0     0
Haakon             0     0     0     0     0     0     0
Hamlin             2     2     2     2     2     2     2
Hand               1     1     1     1     1     1     1
Hanson             0     0     0     0     0     0     0
Harding            0     0     0     0     0     0     0
Hughes             7     7     7     8     9    13    13
Hutchinson         3     3     3     3     3     3     3
Hyde               1     1     1     1     1     1     1
Jackson            0     0     0     0     0     0     0
Jerauld            6     6     6     6     6     6     6
Jones              0     0     0     0     0     0     0
Kingsbury          0     0     0     0     0     0     0
Lake               4     4     4     4     4     4     4
Lawrence           9     9     9     9     9     9     9
Lincoln          131   133   138   147   153   156   162
Lyman              2     2     3     3     3     3     3
Marshall           1     1     1     1     1     1     1
McCook             4     4     4     4     4     4     4
McPherson          1     1     1     1     1     1     1
Meade              1     1     1     1     1     1     1
Mellette           0     0     0     0     0     0     0
Miner              1     1     1     1     1     1     1
Minnehaha       1880  1939  1984  2038  2089  2123  2142
Moody              3     3     5     5     5     5     6
Oglala Lakota      1     1     1     1     1     1     1
Pennington        12    12    12    12    13    13    14
Perkins            0     0     0     0     0     0     0
Potter             0     0     0     0     0     0     0
Roberts            4     4     4     4     8     9    10
Sanborn            3     3     3     3     3     3     3
Spink              3     3     3     3     3     3     3
Stanley            2     6     6     7     8     8     8
Sully              1     1     1     1     1     1     1
Todd               1     1     1     1     2     3     3
Tripp              0     0     0     0     0     0     0
Turner            15    15    15    17    17    17    17
Unassigned         0     0     0     0     0     0     0
Union             12    14    17    18    21    27    31
Walworth           5     5     5     5     5     5     5
Yankton           27    27    26    26    27    27    28
Ziebach            0     0     0     0     0     0     0
totals          2244  2313  2373  2449  2525  2588  2631

Tennessee
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Anderson         24    24    27    28    28    28    28
Bedford         165   167   169   173   184   193   200
Benton            6     6     6     6     5     6     6
Bledsoe         588   589   592   594   595   596   598
Blount           54    55    55    56    58    63    63
Bradley          45    46    48    49    52    52    53
Campbell         14    14    14    15    16    16    16
Cannon           11    11    11    12    12    12    12
Carroll          16    18    18    18    18    18    18
Carter           12    12    12    12    13    14    14
Cheatham         39    42    42    46    48    48    53
Chester          10    10    10    10    10    10    10
Claiborne         5     5     5     5     5     5     5
Clay              5     5     5     5     5     5     5
Cocke            14    16    16    16    16    16    16
Coffee           33    33    35    36    36    38    41
Crockett          6     7     7     7     7     7     7
Cumberland       68    70    74    74    74    74    80
Davidson       2338  2383  2454  2612  2652  2773  2904
DeKalb            0     0     0     0     0     0     0
DeKalb           14    14    14    15    17    18    21
Decatur           4     4     4     4     4     4     4
Dickson          70    71    72    72    74    77    80
Dyer             32    33    34    34    36    36    36
Fayette          52    53    53    56    59    59    63
Fentress          4     4     4     4     4     4     4
Franklin         29    32    34    36    36    36    36
Gibson           41    41    44    43    45    48    50
Giles             5     5     7     8     8     8     8
Grainger          6     5     5     5     6     6     6
Greene           41    42    43    44    44    43    43
Grundy           28    28    28    28    28    28    28
Hamblen          16    17    17    18    18    18    19
Hamilton        146   149   152   156   160   168   172
Hancock           0     0     0     0     0     0     0
Hardeman         11    11    11    14    16    17    19
Hardin            5     5     5     5     5     5     7
Hawkins          29    30    30    30    30    30    30
Haywood          19    19    19    20    23    23    25
Henderson         6     6     6     7     7     9     9
Henry            11    11    11    13    13    13    13
Hickman          42    43    43    44    44    44    45
Houston           4     4     5     5     5     5     5
Humphreys        10    10    10    10    11    11    11
Jackson           7     7     7     7     7     7     7
Jefferson        18    18    18    19    20    22    24
Johnson           3     3     3     3     3     3     3
Knox            214   214   221   228   233   236   243
Lake             49    50    53    55    55    55    57
Lauderdale       17    17    19    21    21    21    24
Lawrence         17    17    17    17    17    17    17
Lewis             2     2     2     2     2     2     2
Lincoln          12    12    13    13    14    14    14
Loudon           27    28    32    33    32    37    37
Macon            39    39    39    40    41    44    50
Madison         104   128   131   135   136   138   140
Marion           28    28    28    29    29    29    29
Marshall         22    22    22    22    23    23    23
Maury            41    40    42    42    44    44    44
McMinn           65    70    89    92    94    97   100
McNairy          11    11    11    11    11    11    11
Meigs             6     6     8     8     9     9     9
Monroe           15    14    16    20    21    22    21
Montgomery      138   139   141   146   146   148   148
Moore             3     3     3     3     3     3     3
Morgan            6     6     6     6     6     6     6
Obion            12    12    12    13    14    15    15
Out of TN         0     0     0     0     0     0     0
Out of TN       283   251   234   254   258   302   311
Out-of-state      0     0     0     0     0     0     0
Overton           8     8     8     8     8     9     9
Perry             8     8     8     9    12    12    12
Pickett           0     0     0     0     0     0     0
Polk              7     8     7     8     8    11    11
Putnam          114   115   119   121   122   136   136
Rhea              3     3     4     5     5     5     5
Roane             7     7     7     7     7     7     7
Robertson       138   139   139   148   157   168   179
Rutherford      423   434   448   474   502   547   579
Scott            11    11    11    11    11    11    11
Sequatchie        5     5     5     5     5     5     5
Sevier           46    46    48    49    49    49    51
Shelby         2327  2376  2432  2507  2599  2672  2815
Smith            19    20    20    21    22    22    22
Stewart           7     7     7     7     7     7     7
Sullivan         47    47    48    49    49    49    51
Sumner          603   608   619   623   632   640   653
Tipton           95    96    98    98    98    99   146
Trousdale        48    50   122   123  1020  1344  1346
Unassigned        0     0     0     0     0     0     0
Unassigned       49    35    42    33    33    86   118
Unicoi            1     1     1     1     2     2     2
Union             3     3     3     3     3     3     3
Unknown           0     0     0     0     0     0     0
Van Buren         2     2     2     2     2     2     2
Warren            7     7     7     7     8     8     8
Washington       54    54    54    54    55    57    57
Wayne             2     4     4     4     4     4     4
Weakley          18    18    21    23    23    23    23
White             4     5     6     7     7     7    14
Williamson      399   399   408   411   416   419   427
Wilson          246   249   250   253   259   268   273
totals         9918 10052 10366 10735 11891 12661 13177

Texas
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Anderson          23    26    29    29    32    32    32
Andrews           19    19    19    19    20    20    21
Angelina          36    46    49    53    54    55    55
Aransas            2     2     2     2     2     2     2
Archer             0     0     0     0     0     0     0
Armstrong          2     2     2     2     2     2     2
Atascosa          14    16    16    19    19    19    19
Austin            12    12    13    13    13    13    13
Bailey             0     0     0     0     0     0     0
Bandera            6     6     6     6     6     6     6
Bastrop           59    59    67    73    82    83    86
Baylor             0     0     0     0     0     0     0
Bee                6     5     5     6     6     6     6
Bell             165   173   180   189   189   193   194
Bexar           1334  1275  1307  1374  1374  1477  1585
Blanco             6     6     6     6     6     6     6
Borden             0     0     0     0     0     0     0
Bosque             4     4     4     4     4     4     4
Bowie             68    69    69    70    74    76    76
Brazoria         449   464   476   485   509   537   542
Brazos           182   182   188   193   202   208   208
Brewster           0     0     0     0     1     1     1
Briscoe            0     0     0     0     0     1     1
Brooks             1     1     1     1     1     1     1
Brown             28    34    34    36    36    36    36
Burleson          11    12    12    12    13    14    14
Burnet            15    15    16    19    19    20    20
Caldwell          11    11    11    14    14    20    20
Calhoun           29    30    30    30    30    31    32
Callahan           1     2     2     2     2     2     2
Cameron          366   376   387   401   412   421   432
Camp               6     6     6     6     6     6     7
Carson             1     1     2     2     2     2     3
Cass              13    13    13    13    14    15    15
Castro            13    13    13    13    15    15    15
Chambers          41    41    41    41    42    43    44
Cherokee          12    14    14    14    16    17    17
Childress          1     1     1     1     1     1     1
Clay               3     3     3     3     3     3     3
Cochran            1     1     1     1     1     1     1
Coke               0     0     0     0     0     0     0
Coleman            1     1     1     1     1     1     1
Collin           663   676   692   710   724   766   784
Collingsworth      0     0     0     0     0     0     0
Colorado          10    10    10    10    11    11    11
Comal             48    49    52    54    55    58    58
Comanche           4     4     4     4     3     3     3
Concho             1     1     1     1     1     1     1
Cooke              4     4     8     8     7     8     8
Coryell          105   105   105   155   158   160   162
Cottle             1     1     2     2     2     2     2
Crane              2     2     2     2     2     2     2
Crockett           0     0     0     0     0     0     0
Crosby             2     2     2     2     2     2     2
Culberson          0     0     0     0     0     0     0
Dallam             8     8    10    10    10    12    12
Dallas          3014  3240  3240  3531  3718  3899  4133
Dawson            21    21    21    24    24    26    26
DeWitt            15    15    15    15    15    15    15
Deaf Smith        25    26    26    31    31    34    35
Delta              1     1     1     1     1     1     1
Denton           713   725   738   748   765   786   799
Dickens            1     1     1     1     1     1     1
Dimmit             1     1     1     1     1     1     1
Donley            24    24    24    24    24    25    25
Duval              2     2     2     2     2     3     3
Eastland           3     3     3     3     3     3     3
Ector             70    76    78    81    78    78    81
Edwards            0     0     0     0     0     0     0
El Paso          802   829   857   887   924   961   986
Ellis            133   133   143   148   148   166   166
Erath             13    12    12    12    12    12    12
Falls              3     3     4     4     4     4     4
Fannin            16    17    18    18    18    19    19
Fayette           15    15    15    15    15    15    15
Fisher             0     0     0     0     0     0     0
Floyd              3     3     3     3     3     3     3
Foard              0     0     0     0     0     0     0
Fort Bend        952   957   973  1018  1052  1079  1133
Franklin           1     1     1     1     1     2     2
Freestone          3     3     3     3     5     6     7
Frio               3     4     7     7     7     8    10
Gaines             2     2     2     2     2     2     2
Galveston        541   548   554   572   595   614   629
Garza              0     0     0     1     1     3     3
Gillespie          1     1     1     1     2     3     3
Glasscock          0     0     0     1     1     1     1
Goliad             7     7     7     7     7     7     7
Gonzales          12    14    18    20    21    23    27
Gray              37    38    42    47    58    58    58
Grayson           23    24    27    31    34    38    41
Gregg             66    69    69    73    80    87    87
Grimes            15    16    16    19    19    21    22
Guadalupe         69    69    80    80    81    85    85
Hale              19    24    24    25    25    26    29
Hall               0     0     0     0     0     0     0
Hamilton           5     5     5     5     5     5     5
Hansford           4     5     5     6     6     6     7
Hardeman           0     0     0     0     0     0     0
Hardin            92    96    99    99   100   103   103
Harris             0     0     0     0     0     0     0
Harris          5628  5827  6161  6356  6551  6708  6838
Harrison          86    83    84   102   113   121   140
Hartley            4     4     4     4     5     5     5
Haskell            0     0     0     0     0     0     0
Hays             148   155   161   165   165   167   167
Hemphill           1     1     1     1     1     1     1
Henderson         24    24    24    25    25    28    28
Hidalgo          308   310   315   324   334   339   340
Hill              15    15    16    16    16    16    17
Hockley           20    20    20    20    21    20    20
Hood              17    17    18    19    19    20    20
Hopkins            4     4     4     4     4     6     6
Houston            6     5     5     5     6     7     7
Howard             4     4     4     4     4     4     4
Hudspeth           0     0     0     0     0     0     0
Hunt              41    44    44    44    47    48    49
Hutchinson        13    13    13    14    14    14    16
Irion              0     0     0     0     0     0     0
Jack               4     4     4     4     4     4     4
Jackson            6     6     6     6     8    10    14
Jasper            14    21    21    22    16    18    18
Jeff Davis         0     0     0     0     0     0     0
Jefferson        268   288   298   305   307   318   319
Jim Hogg           1     3     3     3     3     3     3
Jim Wells          3     3     3     3     3     4     5
Johnson           58    62    67    69    69    82    82
Jones             13    13    37    37    37    62    62
Karnes             3     3     3     3     3     3     3
Kaufman           74    75    83    86    86    87    87
Kendall           16    16    16    16    16    16    16
Kenedy             0     0     0     0     0     0     0
Kent               0     0     0     0     0     0     0
Kerr               6     5     5     5     5     5     5
Kimble             0     0     0     0     0     0     0
King               0     0     0     0     0     0     0
Kinney             0     0     0     0     0     0     0
Kleberg            9     9     9     9     8    10    10
Knox               1     1     1     1     1     1     1
La Salle           1     1     1     1     1     1     1
Lamar              8    51    51    51    61    67    67
Lamb               3     3     3     3     3     4     4
Lampasas           2     3     3     3     3     4     4
Lavaca             5     5     5     6     6     6     6
Lee                2     2     2     2     2     2     2
Leon               5     5     5     5     6     6     6
Liberty           38    39    41    42    43    45    45
Limestone         12    13    13    13    12    13    13
Lipscomb           0     0     2     2     2     2     2
Live Oak           5     5     5     5     5     5     5
Llano              3     3     3     3     3     3     3
Loving             0     0     0     0     0     0     0
Lubbock          499   504   507   516   535   543   549
Lynn               5     5     5     5     5     5     5
Madison            2     2     2     2     1     1     1
Marion             9     9     9    13    14    14    15
Martin             2     2     2     2     2     2     2
Mason              5     5    15    15    21    24    24
Matagorda         59    60    60    60    60    62    62
Maverick          16    16    16    24    24    24    26
McCulloch          3     3     3     3     3     3     3
McLennan          82    87    87    88    89    91    91
McMullen           0     0     0     0     0     0     0
Medina            19    19    19    20    20    20    20
Menard             0     0     0     0     0     0     0
Midland           73    74    75    76    79    82    82
Milam             13    14    14    16    16    16    17
Mills              0     0     0     0     0     0     0
Mitchell           1     1     1     1     1     1     1
Montague           6     6     6     6     6     6     6
Montgomery       530   562   562   602   629   634   634
Moore            272   294   295   327   350   363   399
Morris             5     5     5     5     5     8     9
Motley             1     1     1     1     1     1     1
Nacogdoches      125   141   141   157   160   172   172
Navarro           28    28    30    30    31    31    31
Newton             2     2     2     2     2     2     2
Nolan              1     1     1     1     1     2     2
Nueces            94    99    99    99   102   106   107
Ochiltree          5    24    25    25    19    19    19
Oldham             3     3     3     3     3     3     3
Orange            64    64    70    70    71    71    71
Palo Pinto         7     7     7     7     7     8     8
Panola            78    80    80   107   128   133   133
Parker            24    25    30    30    30    35    35
Parmer             4     6     6     6     8     8     8
Pecos              9     9     9     9    11    10    10
Polk              18    18    19    19    20    20    20
Potter           333   396   430   499   572   684   766
Presidio           0     0     0     0     0     0     0
Rains              2     2     2     2     2     2     2
Randall          172   191   200   213   234   256   270
Reagan             0     0     0     0     0     0     0
Real               0     0     0     0     0     0     0
Red River          1     1     1     1     1     1     1
Reeves             2     5     5     5     5     5     5
Refugio            0     0     0     0     0     0     0
Roberts            2     2     2     2     2     2     2
Robertson          2     2     4     4     4     4     4
Rockwall          56    58    75    75    75    85    85
Runnels            0     1     1     1     1     2     2
Rusk              32    33    33    35    36    36    36
Sabine             1     1     1     1     1     1     1
San Augustine     16    16    16    16    19    19    19
San Jacinto       10     9     9     9     9    10    10
San Patricio      12    13    13    13    12    12    12
San Saba           0     0     0     0     0     0     0
Schleicher         0     0     0     0     0     0     0
Scurry             2     2     2     2     2     2     2
Shackelford        0     0     0     0     0     0     0
Shelby            98   101   101   106   117   117   117
Sherman           14    14    14    15    17    17    18
Smith            134   139   139   142   144   146   146
Somervell          0     0     0     0     0     0     0
Starr              7     8     9     9     9     9     9
Stephens           1     1     1     1     1     1     1
Sterling           0     0     0     0     0     0     0
Stonewall          0     0     0     0     0     0     0
Sutton             0     0     0     0     0     0     0
Swisher            9     9     9     9     9     9     9
Tarrant         1947  2019  2088  2246  2246  2388  2503
Taylor           222   255   277   291   319   327   348
Terrell            0     0     0     0     0     0     0
Terry             10    10    10    11    11    11    11
Throckmorton       0     0     0     0     0     0     0
Titus             15    15    15    16    17    17    20
Tom Green         44    44    44    49    53    53    78
Travis          1412  1464  1539  1654  1683  1714  1756
Trinity            8     8     8     8     8     8     8
Tyler              6     6     6     6     6     6     6
Unassigned         0     0     0     0     0     0     0
Upshur            13    13    13    14    15    15    15
Upton              0     0     0     0     0     0     0
Uvalde             6     6     6     6     6     6     6
Val Verde         13    13    13    13    13    13    13
Van Zandt         13    14    14    14    15    16    16
Victoria         121   127   127   132   137   139   139
Walker           192   200   212   245   269   269   298
Waller            29    31    31    32    33    33    33
Ward               0     0     0     0     0     0     0
Washington       113   136   140   142   144   145   145
Webb             345   346   349   358   363   368   385
Wharton           37    36    36    37    37    37    37
Wheeler            5     5     7     7     7     8     9
Wichita           62    63    64    65    65    65    65
Wilbarger          1     1     1     1     1     1     1
Willacy           13    13    13    13    13    13    13
Williamson       262   287   287   301   306   313   323
Wilson            29    29    31    32    32    33    33
Winkler            3     3     3     3     3     3     3
Wise              15    15    17    17    17    24    24
Wood               7     7     7     8     9    10    10
Yoakum             1     1     1     1     1     1     1
Young              4     4     4     4     4     4     4
Zapata             7     7     7     7     7     7     7
Zavala             1     1     1     1     1     1     1
totals         25321 26357 27257 28727 29692 30917 31998

Utah
date                4/28  4/29  4/30  5/01  5/02  5/03  5/04
Bear River            60    60    60    60    61    61    62
Beaver                 0     0     0     0     0     0     0
Box Elder              0     0     0     0     0     0     0
Cache                  0     0     0     0     0     0     0
Carbon                 0     0     0     0     0     0     0
Central Utah          22    22    22    23    23    23    24
Daggett                0     0     0     0     0     0     0
Davis                276   278   283   285   293   296   300
Duchesne               0     0     0     0     0     0     0
Emery                  0     0     0     0     0     0     0
Garfield               0     0     0     0     0     0     0
Grand                  0     0     0     0     0     0     0
Iron                   0     0     0     0     0     0     0
Juab                   0     0     0     0     0     0     0
Kane                   0     0     0     0     0     0     0
Millard                0     0     0     0     0     0     0
Morgan                 0     0     0     0     0     0     0
Out of UT              0     0     0     0     0     0     0
Piute                  0     0     0     0     0     0     0
Rich                   0     0     0     0     0     0     0
Salt Lake           2190  2256  2348  2438  2526  2609  2707
San Juan              45    45    45    46    47    78   100
Sanpete                0     0     0     0     0     0     0
Sevier                 0     0     0     0     0     0     0
Southeast Utah        13    13    14    12    13    15    11
Southwest              0     0     0     0     0     0     0
Southwest Utah        89    91    93    98   101     0     0
Southwest Utah         0     0     0     0     0   103   111
Summit               358   359   361   369   373   375   376
Tooele                56    58    63    65    68    69    71
TriCounty             11    11    11    13    13    13    14
Uintah                 0     0     0     0     0     0     0
Unassigned             0     0     0     0     0     0     0
Utah                 828   862   899   957   993  1021  1073
Wasatch              140   142   147   148   155   156   159
Washington             0     0     0     0     0     0     0
Washington County      0     0     0     0     0     0     0
Wayne                  0     0     0     0     0     0     0
Weber                  0     0     0     0     0     0     0
Weber                  0     0     0     0     0     0     0
Weber-Morgan         148   148   151   158   162   166   167
unassigned             0     0     0     0     0     0     0
totals              4236  4345  4497  4672  4828  4985  5175

Vermont
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Addison        61    61    61    61    61    61    61
Bennington     40    44    44    44    47    47    51
Caledonia      13    13    13    13    14    14    14
Chittenden    414   416   416   418   419   422   423
Essex           2     2     2     2     2     2     2
Franklin       91    91    91    91    98    98    99
Grand Isle      3     3     3     3     3     3     4
Lamoille       26    26    26    26    26    26    25
Orange          7     7     7     7     7     7     7
Orleans         9     9     9     9     9     9     9
Rutland        44    44    44    45    46    49    49
Unassigned      3     3     3     3     3     3     4
Unassigned      0     0     0     0     0     0     0
Washington     32    32    32    33    33    33    35
Windham        70    71    71    71    71    71    72
Windsor        40    40    40    40    40    41    42
totals        855   862   862   866   879   886   897

Virginia
date               4/28  4/29  4/30  5/01  5/02  5/03  5/04
Accomack            195   223   229   264   303   353   400
Albemarle            77    80    81   103   103   105   108
Alexandria          627   653   700   754   802   848   899
Alleghany             5     5     6     6     6     6     6
Amelia               15    15    15    15    16    16    16
Amherst               9     9    11    12    13    13    14
Appomattox           17    17    18    20    20    21    21
Arlington           836   865   912   967  1004  1044  1106
Augusta              36    39    41    43    44    45    46
Bath                  0     0     0     0     0     0     0
Bedford              25    25    27    30    33    34    34
Bland                 0     0     0     0     0     0     0
Botetourt            27    27    28    28    28    28    28
Bristol               1     1     1     1     1     1     2
Brunswick            14    13    14    14    14    15    15
Buchanan             14    16    16    16    16    16    16
Buckingham           45    55    55    58    94   137   137
Buena Vista           5     5     5     6     6     6     6
Campbell             11    11    12    12    12    13    13
Caroline             21    22    25    27    32    32    31
Carroll               4     4     9    11    12    13    15
Charles City         13    13    13    13    13    13    17
Charlotte             7     7     7     7     8     9     9
Charlottesville      50    51    52    56    58    58    63
Chesapeake          214   220   232   242   256   263   279
Chesterfield        457   488   501   531   557   593   601
Clarke                7     7     8     8     9    10    10
Colonial Heights     45    47    49    54    54    57    57
Covington             1     1     1     1     1     1     1
Craig                 2     2     2     3     3     3     3
Culpeper            113   126   129   141   162   177   191
Cumberland           10    11    11    13    13    13    12
Danville             33    33    34    35    35    37    37
Dickenson             0     0     0     0     0     0     0
Dinwiddie            15    15    15    16    16    18    18
Emporia              20    20    22    23    23    23    24
Essex                 6     6     6     7     8     8    11
Fairfax            3002  3278  3448  3611  3897  4046  4340
Fairfax City         27    27    27    27    29    29    32
Falls Church         26    26    26    26    26    26    35
Fauquier             96   105   109   111   128   128   133
Floyd                 1     1     2     2     3     3     3
Fluvanna             73    73    73    73    74    76    76
Franklin             19    20    21    21    21    22    23
Franklin City        16    18    19    20    23    23    23
Frederick            95    97   101   105   115   115   121
Fredericksburg       24    27    28    33    34    37    39
Galax                 4     4     4     4     9    10    12
Giles                 4     4     4     4     4     4     4
Gloucester           22    22    23    23    24    24    25
Goochland            72    74    74    76    78    78    79
Grayson               0     1     1     2     2     2     2
Greene               10     9    10    10    10    10    10
Greensville          36    36    38    39    39    39    39
Halifax              17    17    17    18    18    19    19
Hampton             108   108   109   115   119   122   123
Hanover             108   109   113   118   132   133   137
Harrisonburg        383   406   411   426   456   470   478
Henrico             817   835   846   876   898   926   954
Henry                15    16    16    16    16    19    19
Highland              1     2     2     2     2     2     2
Hopewell             24    24    24    24    25    27    27
Isle of Wight        93    96    96    99    99    99    99
James City          154   155   155   158   160   161   163
King George          28    30    30    32    34    34    35
King William          5     5     5     5     5     9     9
King and Queen        2     2     2     2     2     3     3
Lancaster             1     1     1     2     3     3     4
Lee                   8     9     9     9    10    10    10
Lexington             3     3     3     3     4     5     6
Loudoun             628   688   727   746   832   881   931
Louisa               41    41    41    43    45    46    46
Lunenburg             4     4     4     4     4     4     4
Lynchburg            51    51    52    53    58    62    64
Madison              14    14    14    14    14    15    15
Manassas            165   175   196   216   222   258   266
Manassas              0     0     0     0     0     0     0
Manassas Park        50    53    60    61    68    76    82
Martinsville          0     2     2     2     2     2     2
Mathews               4     4     4     4     4     4     4
Mecklenburg          98   100   100   100   103   104   106
Middlesex             4     4     4     8     7     7     7
Montgomery           54    54    55    56    56    56    56
Nelson                7     7     7     8     8     8     8
New Kent             20    21    23    23    23    23    25
Newport News        112   112   114   118   120   123   125
Norfolk             184   188   192   198   204   211   221
Northampton          28    35    36    64    82    94   134
Northumberland        8     8     8     9     9     9     9
Norton                2     2     2     2     2     2     2
Nottoway             11    11    12    12    13    13    13
Orange               26    27    27    31    36    37    37
Page                 87    89    91   100   104   107   109
Patrick               2     2     2     2     2     2     2
Petersburg           30    30    31    31    33    35    35
Pittsylvania         11    11    12    13    13    14    14
Poquoson              6     6     6     6     6     6     6
Portsmouth          114   149   150   158   170   173   183
Powhatan             11    11    12    13    14    14    15
Prince Edward        41    41    46    49    51    55    55
Prince George        31    31    33    33    34    35    35
Prince William     1353  1449  1527  1645  1781  1900  2026
Pulaski              10     9     9     9     9     9     9
Radford               3     3     3     3     3     3     3
Rappahannock          2     3     3     5     5     6     6
Richmond            132   141   143   144   142   143   145
Richmond City       304   312   323   339   364   382   403
Roanoke              41    41    47    51    53    54    57
Roanoke City         33    35    57    73    80    80    81
Rockbridge            5     5     5     6     7     7     7
Rockingham          193   216   220   240   249   259   265
Russell               3     3     3     3     4     5     5
Salem                11    12    16    26    26    26    26
Scott                 6     7     7     7     7     7     7
Shenandoah           78    79    95   108   120   134   145
Smyth                13    13    13    13    13    13    13
Southampton         115   115   115   125   125   125   127
Spotsylvania        119   126   131   143   155   174   186
Stafford            218   221   225   240   251   262   271
Staunton             10    11    12    12    12    13    13
Staunton              0     0     0     0     0     0     0
Suffolk             147   152   154   169   175   178   190
Surry                 4     4     4     4     4     4     4
Sussex               30    30    30    31    31    31    31
Tazewell              5     5     6     6     6     6     6
Unassigned            0     0     0     0     0     0     0
Unassigned            0     0     0     0     0     0     0
Virginia Beach      355   359   365   385   396   413   413
Warren               44    47    51    52    57    61    61
Washington           34    34    36    36    38    39    39
Waynesboro           11    11    11    11    13    14    14
Westmoreland         20    21    22    21    23    25    26
Williamsburg         15    18    18    18    20    21    22
Winchester           33    36    36    37    41    46    49
Wise                 21    22    22    22    22    22    22
Wythe                11    11    11    11    11    11    12
York                 44    45    45    46    46    46    47
totals            13538 14339 14962 15847 16902 17738 18672

Washington
date                 4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams                  46    46    47    47    47    48    48
Asotin                 17    17    17    18    18    18    18
Benton                409   415   422   430   461   494   518
Chelan                 93    96    98   108   113   114   118
Clallam                15    17    18    18    18    18    19
Clark                 308   313   317   321   327   328   328
Columbia                1     1     1     1     1     1     1
Cowlitz                39    39    41    45    47    53    53
Douglas                75    75    77    78    79    82    82
Ferry                   1     1     1     1     1     1     1
Franklin              256   265   276   279   309   348   363
Garfield                0     0     0     0     0     0     0
Garfield County         0     0     0     0     0     0     0
Grant                 152   155   155   159   163   169   170
Grays Harbor           12    12    12    12    12    12    12
Island                164   168   168   168   169   169   169
Jefferson              28    28    28    28    28    28    28
King                 5945  6001  6103  6207  6274  6351  6449
Kitsap                147   148   148   149   150   150   150
Kittitas               14    15    14    14    15    15    15
Klickitat              16    16    16    17    17    17    18
Lewis                  29    29    29    29    29    29    29
Lincoln                 2     2     2     2     2     2     2
Mason                  23    23    23    23    25    25    26
Okanogan               20    21    21    22    21    21    21
Pacific                 4     4     4     4     4     4     4
Pend Oreille            2     2     2     2     2     2     2
Pierce               1263  1293  1306  1322  1339  1376  1393
San Juan               14    14    14    14    14    14    14
Skagit                305   308   322   329   337   345   354
Skamania                3     3     3     3     3     3     3
Snohomish            2332  2365  2389  2433  2453  2493  2509
Spokane               347   350   353   357   367   366   369
Stevens                 9     9     9     9     9     9     9
Thurston              100   100   104   105   106   111   111
Unassigned            103    79    76    60    77   100    63
Unassigned              0     0     0     0     0     0     0
Wahkiakum               2     2     2     2     2     2     2
Walla Walla            55    57    62    67    76    87    88
Walla Walla County      0     0     0     0     0     0     0
Whatcom               287   293   294   302   305   312   316
Whitman                14    14    14    14    14    14    14
Yakima               1034  1046  1082  1128  1203  1272  1296
totals              13686 13842 14070 14327 14637 15003 15185

West Virginia
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Barbour         4     4     4     5     5     5     5
Berkeley      133   141   143   145   153   156   159
Boone           2     2     3     3     6     6     6
Braxton         2     2     2     2     2     2     2
Brooke          4     3     3     3     3     3     3
Cabell         41    41    42    42    43    44    44
Calhoun         0     0     0     0     0     0     0
Clay            0     0     0     0     0     0     0
Doddridge       0     0     0     0     0     0     0
Fayette        10    12    12    13    14    14    15
Gilmer          2     2     2     2     2     2     2
