Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Ozark               0     0     0     0     0     0     0
Pemiscot            1     1     1     1     1     1     1
Perry               0     0     0     0     0     0     0
Pettis              0     0     0     0     0     0     0
Phelps              0     0     0     0     0     0     0
Pike                0     0     0     0     0     0     0
Platte              0     0     0     0     0     0     0
Polk                0     0     0     0     0     0     0
Pulaski             1     1     1     1     1     1     1
Putnam              0     0     0     0     0     0     0
Ralls               0     0     0     0     0     0     0
Randolph            0     0     0     0     0     0     0
Ray                 0     0     0     0     0     0     0
Reynolds            0     0     0     0     0     0     0
Ripley              0     0     0     0     0     0     0
Saline              0     0     0     0     0     0     0
Schuyler            0     0     0     0     0     0     0
Scotland            0     0     0     0     0     0     0
Scott               1     2     2     2     2     2     2
Shannon             0     0     0     0     0     0     0
Shelby              0     0     0     0     0     0     0
St. Charles        32    32    34    34    37    41    41
St. Clair           0     0     0     0     0     0     0
St. Francois        1     1     1     1     1     1     1
St. Louis         137   159   159   162   168   177   177
St. Louis City     57    59    60    64    65    65    70
Ste. Genevieve      1     1     1     1     1     1     1
Stoddard            0     0     0     0     0     0     0
Stone               0     0     0     0     0     0     0
Sullivan            0     0     0     0     0     0     0
Taney               1     1     1     1     1     2     2
Texas               0     0     0     0     0     0     0
Unassigned          0     0     0     0     0     0     0
Unassigned          0     0     0     0     0     0     0
Vernon              0     0     0     0     0     0     0
Warren              0     0     0     0     0     0     0
Washington          1     1     1     1     1     1     1
Wayne               0     0     0     0     0     0     0
Webster             0     0     0     0     0     0     0
Worth               0     0     0     0     0     0     0
Wright              0     0     0     0     0     0     0
totals            343   330   338   350   360   376   381

Montana
date              4/28  4/29  4/30  5/01  5/02  5/03  5/04
Beaverhead           0     0     0     0     0     0     0
Big Horn             0     0     0     0     0     0     0
Blaine               0     0     0     0     0     0     0
Broadwater           0     0     0     0     0     0     0
Carbon               0     0     0     0     0     0     0
Carter               0     0     0     0     0     0     0
Cascade              2     2     2     2     2     2     2
Chouteau             0     0     0     0     0     0     0
Custer               0     0     0     0     0     0     0
Daniels              0     0     0     0     0     0     0
Dawson               0     0     0     0     0     0     0
Deer Lodge           0     0     0     0     0     0     0
Fallon               0     0     0     0     0     0     0
Fergus               0     0     0     0     0     0     0
Flathead             2     2     2     2     2     2     2
Gallatin             0     1     1     1     1     1     1
Garfield             0     0     0     0     0     0     0
Glacier              0     0     0     0     0     0     0
Golden Valley        0     0     0     0     0     0     0
Granite              0     0     0     0     0     0     0
Hill                 0     0     0     0     0     0     0
Jefferson            0     0     0     0     0     0     0
Judith Basin         0     0     0     0     0     0     0
Lake                 0     0     0     0     0     0     0
Lewis and Clark      0     0     0     0     0     0     0
Liberty              0     0     0     0     0     0     0
Lincoln              1     1     1     1     1     1     1
Madison              1     1     1     1     1     1     1
McCone               0     0     0     0     0     0     0
Meagher              0     0     0     0     0     0     0
Mineral              0     0     0     0     0     0     0
Missoula             1     1     1     1     1     1     1
Musselshell          0     0     0     0     0     0     0
Park                 0     0     0     0     0     0     0
Petroleum            0     0     0     0     0     0     0
Phillips             0     0     0     0     0     0     0
Pondera              0     0     0     0     0     0     0
Powder River         0     0     0     0     0     0     0
Powell               0     0     0     0     0     0     0
Prairie              0     0     0     0     0     0     0
Ravalli              0     0     0     0     0     0     0
Richland             0     0     0     0     0     0     0
Roosevelt            0     0     0     0     0     0     0
Rosebud              0     0     0     0     0     0     0
Sanders              0     0     0     0     0     0     0
Sheridan             0     0     0     0     0     0     0
Silver Bow           0     0     0     0     0     0     0
Stillwater           0     0     0     0     0     0     0
Sweet Grass          0     0     0     0     0     0     0
Teton                0     0     0     0     0     0     0
Toole                6     6     6     6     6     6     6
Treasure             0     0     0     0     0     0     0
Unassigned           0     0     0     0     0     0     0
Unassigned           0     0     0     0     0     0     0
Valley               0     0     0     0     0     0     0
Wheatland            0     0     0     0     0     0     0
Wibaux               0     0     0     0     0     0     0
Yellowstone          1     1     2     2     2     2     2
totals              14    15    16    16    16    16    16

Nebraska
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams             2     2     2     3     3     3     3
Antelope          0     0     0     0     0     0     0
Arthur            0     0     0     0     0     0     0
Banner            0     0     0     0     0     0     0
Blaine            0     0     0     0     0     0     0
Boone             0     0     0     0     0     0     0
Box Butte         0     0     0     0     0     0     0
Boyd              0     0     0     0     0     0     0
Brown             0     0     0     0     0     0     0
Buffalo           1     1     1     1     1     1     1
Burt              0     0     0     0     0     0     0
Butler            0     0     0     0     0     0     0
Cass              0     0     0     0     0     0     0
Cedar             0     0     0     0     0     0     0
Chase             0     0     0     0     0     0     0
Cherry            0     0     0     0     0     0     0
Cheyenne          0     0     0     0     0     0     0
Clay              0     0     0     0     0     0     0
Colfax            0     0     0     0     0     0     0
Cuming            0     0     0     0     0     0     0
Custer            2     2     2     3     3     3     3
Dakota            0     0     0     1     1     1     1
Dawes             0     0     0     0     0     0     0
Dawson            0     0     0     0     0     0     0
Deuel             0     0     0     0     0     0     0
Dixon             0     0     0     0     0     0     0
Dodge             0     0     0     0     0     0     0
Douglas          10    10    10    14    14    14    14
Dundy             0     0     0     0     0     0     0
Fillmore          0     0     0     0     0     0     0
Franklin          0     0     0     0     0     0     0
Frontier          0     0     0     0     0     0     0
Furnas            0     0     0     0     0     0     0
Gage              3     3     3     3     3     3     3
Garden            0     0     0     0     0     0     0
Garfield          0     0     0     0     0     0     0
Gosper            0     0     0     0     0     0     0
Grant             0     0     0     0     0     0     0
Greeley           0     0     0     0     0     0     0
Hall             12    12    12    28    28    28    28
Hamilton          2     2     2     7     7     7     7
Harlan            0     0     0     0     0     0     0
Hayes             0     0     0     0     0     0     0
Hitchcock         0     0     0     0     0     0     0
Holt              0     0     0     0     0     0     0
Hooker            0     0     0     0     0     0     0
Howard            0     0     0     0     0     0     0
Jefferson         0     0     0     0     0     0     0
Johnson           0     0     0     0     0     0     0
Kearney           0     0     0     0     0     0     0
Keith             0     0     0     0     0     0     0
Keya Paha         0     0     0     0     0     0     0
Kimball           0     0     0     0     0     0     0
Knox              0     0     0     0     0     0     0
Lancaster         1     1     1     1     1     1     1
Lincoln           1     1     1     1     1     1     1
Logan             0     0     0     0     0     0     0
Loup              0     0     0     0     0     0     0
Madison           2     2     2     3     3     3     3
McPherson         0     0     0     0     0     0     0
Merrick           0     0     0     0     0     0     0
Morrill           0     0     0     0     0     0     0
Nance             0     0     0     0     0     0     0
Nemaha            0     0     0     0     0     0     0
Nuckolls          0     0     0     0     0     0     0
Otoe              0     0     0     0     0     0     0
Pawnee            0     0     0     0     0     0     0
Perkins           0     0     0     0     0     0     0
Phelps            0     0     0     0     0     0     0
Pierce            0     0     0     0     0     0     0
Platte            0     0     0     0     0     0     0
Polk              0     0     0     0     0     0     0
Red Willow        0     0     0     0     0     0     0
Richardson        0     0     0     0     0     0     0
Rock              0     0     0     0     0     0     0
Saline            0     0     0     0     0     0     0
Sarpy             0     0     0     0     0     0     0
Saunders          0     0     0     0     0     0     0
Scotts Bluff      0     0     0     0     0     0     0
Seward            1     1     1     1     1     1     1
Sheridan          0     0     0     0     0     0     0
Sherman           0     0     0     0     0     0     0
Sioux             0     0     0     0     0     0     0
Stanton           0     0     0     0     0     0     0
Thayer            0     0     0     0     0     0     0
Thomas            0     0     0     0     0     0     0
Thurston          0     0     0     0     0     0     0
Unassigned       18    18    18     3     6     6    11
Unassigned        0     0     0     0     0     0     0
Valley            0     0     0     0     0     0     0
Washington        1     1     1     1     1     1     1
Wayne             0     0     0     0     0     0     0
Webster           0     0     0     0     0     0     0
Wheeler           0     0     0     0     0     0     0
York              0     0     0     0     0     0     0
totals           56    56    56    70    73    73    78

Nevada
date          4/28  4/29  4/30  5/01  5/02  5/03  5/04
Carson City      1     1     1     1     1     1     1
Churchill        0     0     0     0     0     0     0
Clark          174   186   196   202   206   215   218
Douglas          0     0     0     0     0     0     0
Elko             1     1     1     1     1     1     1
Elko County      0     0     0     0     0     0     0
Esmeralda        0     0     0     0     0     0     0
Eureka           0     0     0     0     0     0     0
Humboldt         2     2     2     2     2     2     2
Lander           0     0     0     0     0     0     0
Lincoln          0     0     0     0     0     0     0
Lyon             0     0     0     0     0     0     0
Mineral          0     0     0     0     0     0     0
Nye              0     0     0     0     0     0     0
Pershing         0     0     0     0     0     0     0
Storey           0     0     0     0     0     0     0
Unassigned       0     0     0     0     0     0     0
Unassigned       1     0     0     7     3     3     3
Washoe          27    29    30    30    33    33    33
White Pine       0     0     0     0     0     0     0
totals         206   219   230   243   246   255   258

New Hampshire
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Belknap           0     0     0     0     0     0     0
Carroll           0     0     0     0     0     0     0
Cheshire          0     0     0     2     2     2     2
Coos              0     0     0     0     0     0     0
Grafton           0     0     0     0     0     0     0
Hillsborough      2     2     2    31    31    31    31
Manchester        0     0     0     0     0     0     0
Merrimack         0     0     0     3     3     3     3
Nashua            0     0     0     0     0     0     0
Rockingham        1     1     1    16    16    16    16
Strafford         0     0     0     7     7     7     7
Sullivan          0     0     0     1     1     1     1
Unassigned       57    57    57    12    21    24    26
Unassigned        0     0     0     0     0     0     0
totals           60    60    60    72    81    84    86

New Jersey
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Atlantic       30    35    37    41    45    48    49
Bergen        960  1002  1057  1136  1187  1202  1210
Burlington     98   106   117   130   144   146   149
Camden        122   124   136   147   155   161   163
Cape May       18    20    21    22    22    23    24
Cumberland      8    10    10    12    13    16    17
Essex        1028  1090  1139  1186  1240  1265  1282
Gloucester     33    38    40    46    48    50    51
Hudson        673   722   758   798   819   834   845
Hunterdon      23    24    24    29    31    35    37
Mercer        194   212   220   231   239   252   255
Middlesex     455   515   531   571   591   618   639
Monmouth      302   305   317   341   355   372   382
Morris        355   377   387   413   430   440   449
Ocean         330   342   367   397   420   426   440
Passaic       438   475   516   573   599   624   632
Salem           7     8     9    10    11    12    13
Somerset      227   242   252   270   282   289   295
Sussex         93    97    99   103   110   114   115
Unassigned      0     0     0     0     0     0     0
Unassigned      0     0     0     0     0     0     0
Union         583   627   653   690   714   731   738
Warren         67    71    81    82    83    84    86
totals       6044  6442  6771  7228  7538  7742  7871

New Mexico
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Bernalillo     33    35    35    35    36    38    40
Catron          1     1     1     1     1     1     1
Chaves          1     1     1     1     1     1     1
Cibola          2     2     3     3     3     3     3
Colfax          0     0     0     0     0     0     0
Curry           0     0     0     0     0     0     0
De Baca         0     0     0     0     0     0     0
Dona Ana        1     1     1     1     1     2     2
Dona Ana        0     0     0     0     0     0     0
Doña Ana       0     0     0     0     0     0     0
Eddy            1     1     1     1     1     1     1
Grant           0     0     0     0     0     0     0
Guadalupe       0     0     0     0     0     0     0
Harding         0     0     0     0     0     0     0
Hidalgo         0     0     0     0     0     0     0
Lea             0     0     0     0     0     0     0
Lincoln         0     0     0     0     0     0     0
Los Alamos      0     0     0     0     0     0     0
Luna            0     0     0     1     1     1     1
McKinley       12    15    16    19    20    20    21
Mora            0     0     0     0     0     0     0
Otero           0     0     0     0     0     0     0
Quay            1     1     1     1     1     1     1
Rio Arriba      0     0     0     0     0     0     0
Roosevelt       0     0     0     0     0     0     0
San Juan       35    36    38    45    49    51    57
San Miguel      0     0     0     0     0     0     0
Sandoval       11    11    13    13    15    17    19
Santa Fe        0     0     0     0     0     0     0
Sierra          0     0     0     0     0     0     0
Socorro         1     1     2     2     2     2     2
Taos            0     0     0     0     0     0     0
Torrance        0     0     0     0     0     0     0
Unassigned      0     0     0     0     0     0     1
Union           0     0     0     0     0     0     0
Valencia        0     0     0     0     0     0     1
totals         99   105   112   123   131   138   151

New York
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Albany            36    36    36    41    44    44    49
Allegany           2     2     2     2     2     2     0
Bronx              0     0     0     0     0     0     0
Broome            19    19    21    22    22    22    22
Cattaraugus        0     0     0     0     0     0     0
Cayuga             1     1     1     1     1     1     1
Chautauqua         3     3     3     3     3     3     3
Chemung            1     1     1     1     1     1     1
Chenango           0     0     0     0     0     0     0
Clinton            4     4     4     4     4     4     4
Columbia          13    13    13    13    13    13    13
Cortland           0     0     0     0     0     0     0
Delaware           4     4     4     4     4     4     4
Dutchess          36    36    36    37    37    37    37
Erie             207   207   247   266   266   266   266
Essex              0     0     0     0     0     0     0
Franklin           0     0     0     0     0     0     0
Fulton             0     0     0     0     0     0     0
Genesee            3     3     3     3     3     3     3
Greene             5     5     5     5     5     5     5
Hamilton           0     0     0     0     0     0     0
Herkimer           3     3     3     3     3     3     3
Jefferson          0     0     0     0     0     0     0
Kings              0     0     0     0     0     0     0
Lewis              0     0     0     0     0     0     0
Livingston         5     5     5     5     5     5     5
Madison            5     5     5     5     5     5     5
Monroe           108   108   113   115   121   121   121
Montgomery         1     1     1     1     1     1     1
Nassau          1620  1647  1678  1700  1720  1745  1770
New York City  17515 17682 18076 18069 18399 18491 18925
Niagara           21    21    21    21    25    25    25
Oneida            15    15    15    15    17    17    17
Onondaga          26    26    30    30    34    34    34
Ontario            9     9     9     9     9     9     9
Orange           299   299   311   320   329   329   329
Orleans            9     9     9     9    13    13    13
Oswego             3     3     3     3     3     3     3
Otsego             4     4     4     4     4     4     4
Putnam             7     7     7     7     7     7     7
Queens             0     0     0     0     0     0     0
Rensselaer        11    11    11    11    11    11    11
Richmond           0     0     0     0     0     0     0
Rockland         481   481   500   511   519   519   519
Saratoga          11    11    11    11    11    11    11
Schenectady       22    22    22    22    27    27    27
Schoharie          0     0     0     0     0     0     0
Schuyler           0     0     0     0     0     0     0
Seneca             0     0     0     0     0     0     0
St. Lawrence       0     0     0     0     0     0     0
Steuben           35    35    35    35    37    37    37
Suffolk         1102  1131  1155  1177  1203  1227  1256
Sullivan          21    21    22    22    22    22    22
Tioga              6     6    10    10    10    10    10
Tompkins           0     0     0     0     0     0     0
Ulster            24    24    30    30    37    37    37
Unassigned         0     0     0     0     0     0     0
Unassigned         0     0     0     0     0     0     0
Warren             0     0     0     0     0     0     0
Washington         2     2     2     2     6     6     6
Wayne              1     1     1     1     1     1     1
Westchester      962   983  1006  1031  1049  1067  1086
Wyoming            5     5     5     5     5     5     5
Yates              1     1     1     1     1     1     1
totals         22668 22912 23477 23587 24039 24198 24708

North Carolina
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Alamance          1     1     1     1     1     2     2
Alexander         0     0     0     0     0     0     0
Alleghany         0     0     0     0     0     0     0
Anson             0     0     0     0     0     0     0
Ashe              0     0     0     0     0     0     0
Avery             0     0     0     0     0     0     0
Beaufort          0     0     0     0     0     0     0
Bertie            2     2     2     2     2     2     2
Bladen            0     0     0     0     0     0     0
Brunswick         2     2     2     2     2     2     2
Buncombe          3     4     5     5     5     5     5
Burke             8     8     8     8     8     9     9
Cabarrus          9    10    10    11    11    12    12
Caldwell          0     0     0     0     0     0     0
Camden            0     0     0     0     0     0     0
Carteret          3     3     3     3     3     3     3
Caswell           0     0     0     0     0     0     0
Catawba           1     1     1     1     1     1     1
Chatham           6     6     6     8     9     9     9
Cherokee          1     1     1     1     1     1     1
Chowan            0     0     0     0     0     0     0
Clay              0     0     0     0     0     0     0
Cleveland         2     2     2     2     2     2     2
Columbus          8     8     8    10    10    10    10
Craven            4     4     4     4     4     4     4
Cumberland        6     8     8     8     8     8     8
Currituck         0     0     0     0     0     0     0
Dare              1     1     1     1     1     1     1
Davidson          4     5     8     8     8     8     8
Davie             2     2     2     2     2     2     2
Duplin            0     0     0     0     0     0     0
Durham           15    17    20    21    23    23    24
Edgecombe         3     3     4     4     4     5     5
Forsyth           5     5     5     5     5     5     5
Franklin         14    18    22    22    22    22    22
Gaston            3     3     3     3     3     3     3
Gates             0     0     0     0     0     0     0
Graham            0     0     0     0     0     0     0
Granville         5     5     5     5     6     6     6
Greene            0     0     0     0     0     0     0
Guilford         21    23    23    28    30    31    31
Halifax           1     1     1     1     1     1     1
Harnett           5     7     7     7     7     8     8
Haywood           0     0     0     0     0     0     0
Henderson        14    16    18    20    21    21    21
Hertford          1     1     1     1     1     1     1
Hoke              0     0     0     0     0     0     0
Hyde              0     0     0     0     0     0     0
Iredell           6     6     6     6     6     6     6
Jackson           0     0     0     0     0     0     0
Johnston         13    13    13    13    13    15    15
Jones             2     2     2     2     2     2     2
Lee               0     0     0     0     0     0     0
Lenoir            3     4     4     4     4     4     4
Lincoln           0     0     0     0     0     0     0
Macon             1     1     1     1     1     1     1
Madison           0     0     0     0     0     0     0
Martin            0     0     0     0     0     0     0
McDowell          1     1     1     1     1     1     1
Mecklenburg      43    43    43    47    49    49    49
Mitchell          0     0     0     0     0     0     0
Montgomery        1     1     1     2     2     2     2
Moore             6     6     6     6     6     6     6
Nash              2     3     3     3     3     3     3
New Hanover       3     3     3     3     3     3     3
Northampton       4     4     5     5     5     5     5
Onslow            1     1     1     1     1     1     1
Orange           13    14    15    16    17    18    18
Pamlico           0     0     0     0     0     0     0
Pasquotank        1     1     1     1     1     1     1
Pender            1     1     1     1     1     1     1
Perquimans        0     0     0     0     0     0     0
Person            0     0     0     0     0     0     0
Pitt              2     2     2     2     2     2     2
Polk              0     0     0     0     0     0     0
Randolph          3     3     3     3     3     3     3
Richmond          2     2     2     2     2     2     2
Robeson           3     3     3     3     3     3     3
Rockingham        2     2     2     2     2     2     2
Rowan            21    21    22    22    22    24    25
Rutherford        6     6     6     6     6     6     6
Sampson           0     0     0     0     0     0     0
Scotland          0     0     0     0     0     0     0
Stanly            4     4     4     4     4     4     4
Stokes            0     0     0     0     0     0     0
Surry             0     0     0     0     0     0     0
Swain             0     0     0     0     0     0     0
Transylvania      0     0     0     0     0     0     0
Tyrrell           0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Union             9     9     9    11    11    11    12
Vance             3     4     5     6     7     7     7
Wake             14    16    17    18    19    19    19
Warren            0     0     0     0     0     0     0
Washington        2     2     2     2     2     3     3
Watauga           0     0     0     0     0     0     0
Wayne            10    10    10    10    11    11    11
Wilkes            1     1     1     1     1     1     1
Wilson            6     6     6     7     7     7     7
Yadkin            1     1     1     1     1     1     1
Yancey            0     0     0     0     0     0     0
totals          340   363   382   406   419   431   434

North Dakota
date            4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams              0     0     0     0     0     0     0
Barnes             0     0     0     0     0     0     0
Benson             0     0     0     0     0     0     0
Billings           0     0     0     0     0     0     0
Bottineau          0     0     0     0     0     0     0
Bowman             0     0     0     0     0     0     0
Burke              0     0     0     0     0     0     0
Burleigh           0     0     0     0     0     0     0
Cass              12    12    12    12    12    12    12
Cavalier           0     0     0     0     0     0     0
Dickey             0     0     0     0     0     0     0
Divide             0     0     0     0     0     0     0
Dunn               0     0     0     0     0     0     0
Eddy               0     0     0     0     0     0     0
Emmons             1     1     1     1     1     1     1
Foster             0     0     0     0     0     0     0
Golden Valley      0     0     0     0     0     0     0
Grand Forks        0     0     0     0     0     0     0
Grant              0     0     0     0     0     0     0
Griggs             0     0     0     0     0     0     0
Hettinger          0     0     0     0     0     0     0
Kidder             0     0     0     0     0     0     0
LaMoure            0     0     0     0     0     0     0
Logan              0     0     0     0     0     0     0
McHenry            1     1     1     1     1     1     1
McIntosh           0     0     0     0     0     0     0
McKenzie           0     0     0     0     0     0     0
McLean             0     0     0     0     0     0     0
Mercer             0     0     0     0     0     0     0
Morton             2     2     2     2     2     2     2
Mountrail          0     0     0     0     0     0     0
Nelson             0     0     0     0     0     0     0
Oliver             0     0     0     0     0     0     0
Pembina            0     0     0     0     0     0     0
Pierce             0     0     0     0     0     0     0
Ramsey             0     0     0     0     0     0     0
Ransom             0     0     0     0     0     0     0
Renville           0     0     0     0     0     0     0
Richland           0     0     0     0     0     0     0
Rolette            0     0     0     0     0     0     0
Sargent            0     0     0     0     0     0     0
Sheridan           0     0     0     0     0     0     0
Sioux              0     0     0     0     0     0     0
Slope              0     0     0     0     0     0     0
Stark              2     2     2     2     2     2     2
Steele             0     0     0     0     0     0     0
Stutsman           0     0     0     0     0     0     0
Towner             0     0     0     0     0     0     0
Traill             0     0     0     0     0     0     0
Unassigned         0     0     0     0     4     5     6
Unassigned         0     0     0     0     0     0     0
Walsh              0     0     0     0     0     0     0
Ward               1     1     1     1     1     1     1
Wells              0     0     0     0     0     0     0
Williams           0     0     0     0     0     0     0
totals            19    19    19    19    23    24    25

Ohio
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams           0     0     0     0     0     0     0
Allen          18    19    22    23    23    23    23
Ashland         0     0     0     0     0     0     0
Ashtabula      11    11    15    15    15    15    15
Athens          1     1     1     1     1     1     1
Auglaize        3     3     3     3     3     3     3
Belmont         7     7     7     7     7     7     7
Brown           1     1     1     1     1     1     1
Butler          4     5     7     7     7     7     7
Carroll         1     1     1     1     1     1     1
Champaign       1     1     1     1     1     1     1
Clark           2     2     2     2     2     2     2
Clermont        2     2     3     3     3     3     3
Clinton         0     0     0     0     0     0     0
Columbiana     20    21    23    23    23    24    24
Coshocton       0     0     0     0     0     0     0
Crawford        0     0     0     0     0     0     1
Cuyahoga       96   109   110   112   115   115   120
Darke          13    13    14    14    14    14    14
Defiance        1     1     1     1     1     1     1
Delaware        3     3     4     4     4     4     4
Erie            3     3     3     3     3     3     3
Fairfield       2     2     2     2     2     2     2
Fayette         0     0     0     0     0     0     0
Franklin       57    62    71    73    76    78    79
Fulton          0     0     0     0     0     0     0
Gallia          1     1     1     1     1     1     1
Geauga         13    13    13    13    13    13    13
Greene          3     4     4     4     4     4     4
Guernsey        0     0     0     0     0     0     0
Hamilton       56    58    68    71    75    78    80
Hancock         1     1     1     1     1     1     1
Hardin          0     0     0     0     0     0     0
Harrison        0     0     0     0     0     0     0
Henry           0     0     0     0     0     0     0
Highland        0     0     1     1     1     1     1
Hocking         1     1     1     1     1     1     1
Holmes          1     1     1     1     1     1     1
Huron           1     1     1     1     1     1     1
Jackson         0     0     0     0     0     0     0
Jefferson       1     1     1     1     1     1     1
Knox            1     1     1     1     1     1     1
Lake            7     7     7     7     8     8     8
Lawrence        0     0     0     0     0     0     0
Licking         5     5     5     5     5     5     5
Logan           0     0     0     0     0     0     0
Lorain         20    20    22    30    32    33    35
Lucas          61    66   114   117   119   119   119
Madison         3     3     3     3     3     3     3
Mahoning       65    67    81    80    82    82    83
Marion          4     4     4     4     4     4     4
Medina         13    14    15    15    15    15    16
Meigs           0     0     0     0     0     0     0
Mercer          1     1     1     1     1     1     1
Miami          25    25    27    27    27    27    27
Monroe          0     0     0     0     0     0     0
Montgomery      8     8    10    10    10    10    10
Morgan          0     0     0     0     0     0     0
Morrow          1     1     1     1     1     1     1
Muskingum       0     0     0     0     0     0     0
Noble           0     0     0     0     0     0     0
Ottawa          0     0     0     0     1     1     1
Paulding        0     0     0     0     0     0     0
Perry           0     0     0     0     0     0     0
Pickaway        5     7    20    21    22    22    22
Pike            0     0     0     0     0     0     0
Portage        33    35    39    40    41    41    41
Preble          1     1     2     1     1     1     1
Putnam          5     6     6     8     8     9     9
Richland        1     1     1     2     2     2     2
Ross            1     1     1     1     1     1     1
Sandusky        2     4     4     5     6     6     6
Scioto          0     0     0     0     0     0     0
Seneca          1     1     1     1     1     1     1
Shelby          1     1     1     1     1     1     1
Stark          35    36    39    50    51    52    53
Summit         39    43    49    49    49    57    58
Trumbull       27    27    30    31    31    31    31
Tuscarawas      0     0     0     0     0     0     0
Unassigned      0     0     0     0     0     0     0
Union           0     0     0     0     0     0     0
Van Wert        0     0     0     0     0     0     0
Vinton          0     0     0     0     0     0     0
Warren         11    11    11    11    11    11    11
Washington     10    10    12    12    12    12    14
Wayne          22    23    24    28    30    32    32
Williams        1     1     1     1     1     1     1
Wood           18    19    20    20    23    23    23
Wyandot         2     2     2     2     2     2     2
totals        753   799   937   976  1003  1022  1039

Oklahoma
date           4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adair             3     3     3     3     3     3     3
Alfalfa           0     0     0     0     0     0     0
Atoka             0     0     0     0     0     0     0
Beaver            0     0     0     0     0     0     0
Beckham           0     0     0     0     0     0     0
Blaine            0     0     0     0     0     0     0
Bryan             1     1     1     1     1     1     1
Caddo             6     7     7     7     7     8     8
Canadian          3     3     3     3     3     3     3
Carter            1     1     1     1     1     1     1
Cherokee          1     1     1     1     1     1     1
Choctaw           0     0     0     0     0     0     0
Cimarron          0     0     0     0     0     0     0
Cleveland        27    28    28    28    29    29    29
Coal              0     0     0     0     0     0     0
Comanche          1     1     1     1     2     2     2
Cotton            1     1     1     1     1     1     1
Craig             0     0     0     0     0     0     0
Creek             6     6     6     6     6     6     6
Custer            0     0     0     0     0     0     0
Delaware         10    11    11    13    13    13    13
Dewey             0     0     0     0     0     0     0
Ellis             0     0     0     0     0     0     0
Garfield          1     1     1     1     1     1     1
Garvin            0     0     1     1     1     1     1
Grady             1     1     1     2     2     2     2
Grant             0     0     0     0     0     0     0
Greer             6     6     6     6     6     6     6
Harmon            0     0     0     0     0     0     0
Harper            0     0     0     0     0     0     0
Haskell           0     0     0     0     0     0     0
Hughes            0     0     0     0     0     0     0
Jackson           0     0     0     0     0     0     0
Jefferson         0     0     0     0     0     0     0
Johnston          0     0     0     0     0     0     0
Kay               6     6     7     7     7     7     7
Kingfisher        0     0     0     0     0     0     0
Kiowa             0     0     0     0     0     0     0
Latimer           1     1     1     1     1     1     1
Le Flore          0     0     0     0     0     0     0
Lincoln           0     0     0     0     0     1     1
Logan             0     0     1     1     1     1     1
Love              0     0     0     0     0     0     0
Major             1     1     1     1     1     1     1
Marshall          0     0     0     0     0     0     0
Mayes             3     3     3     4     4     4     4
McClain           0     0     0     2     2     2     2
McCurtain         0     0     0     0     0     0     0
McIntosh          0     0     0     0     0     0     0
Murray            0     0     0     0     0     0     0
Muskogee          4     4     5     5     5     6     6
Noble             0     0     0     0     0     0     0
Nowata            0     0     0     0     0     0     0
Okfuskee          0     0     0     0     0     0     0
Oklahoma         29    29    30    31    31    33    33
Okmulgee          0     0     0     0     0     0     0
Osage             8     8     8     8     8     8     8
Ottawa            1     1     1     1     1     1     1
Out of OK         0     0     0     0     0     0     0
Out of OK         0     0     0     0     0     0     0
Pawnee            2     2     2     2     2     2     2
Payne             1     1     1     1     1     1     1
Pittsburg         2     2     2     2     2     2     2
Pontotoc          1     1     1     1     2     2     2
Pottawatomie      4     4     4     4     4     4     4
Pushmataha        0     0     0     0     0     0     0
Roger Mills       0     0     0     0     0     0     0
Rogers            3     3     3     3     4     4     4
Seminole          1     1     1     1     2     2     2
Sequoyah          3     3     3     3     3     3     3
Stephens          1     1     1     1     1     1     1
Texas             1     1     1     1     1     2     2
Tillman           0     0     0     0     0     0     0
Tulsa            28    32    33    33    33    34    34
Unassigned        0     0     0     0     0     0     0
Unassigned        0     0     0     0     0     0     0
Wagoner          14    14    14    15    15    15    15
Washington       15    18    19    19    22    23    23
Washita           0     0     0     0     0     0     0
Woods             0     0     0     0     0     0     0
Woodward          0     0     0     0     0     0     0
totals          197   207   214   222   230   238   238

Oregon
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Baker           0     0     0     0     0     0     0
Benton          5     5     5     5     5     5     5
Clackamas       6     7     7     7     7     7     7
Clatsop         0     0     0     0     0     0     0
Columbia        0     0     0     0     0     0     0
Coos            0     0     0     0     0     0     0
Crook           0     0     0     0     0     0     0
Curry           0     0     0     0     0     0     0
Deschutes       0     0     0     0     0     0     0
Douglas         0     0     0     0     0     0     0
Gilliam         0     0     0     0     0     0     0
Grant           0     0     0     0     0     0     0
Harney          0     0     0     0     0     0     0
Hood River      0     0     0     0     0     0     0
Jackson         0     0     0     0     0     0     0
Jefferson       0     0     0     0     0     0     0
